forum,query,ndcg_global,ndcg_tenant,top10_overlap,top1_changed,n_candidates
tex,Arc between arrows in TikZ (automata library),0.9895840948552753,1.0,0.8,False,10800
tex,page number position,0.9999261384857422,1.0,0.9,False,23048
tex,How can I format sections/subsections/etc. like nested lists?,0.9996912771818008,1.0,1.0,False,39233
tex,Number all equations in align,0.9995124152160009,1.0,0.9,False,18390
tex,New line instead of word-breaking,0.9961627317649948,1.0,0.9,False,27449
tex,What is going on with pgfpages and page labels?,0.9968881826739002,1.0,0.8,False,22197
tex,"Windows API error 5: ""Access is denied"" when trying to compile TikZ picture",0.9761086831308317,1.0,0.8,False,38633
tex,How to change or remove the bibliography title when using multibib?,0.9949925905959782,1.0,0.8,True,48897
tex,How to set node label position with anchor,0.9964483610631406,1.0,0.8,False,20774
tex,"Suddenly I cannot compile my bibTex files anymore (Biber, TeXmaker, MacTeX)",0.9560303672159073,1.0,0.6,True,22132
tex,Quotes in LaTeX ?,0.9991388327039913,1.0,1.0,False,20360
tex,A cookbook in LaTeX?,0.9911840728806033,1.0,0.9,False,19727
tex,! LaTeX Error: File `arial.sty' not found,0.9966871831511094,1.0,0.8,False,33733
tex,Command to disable environments,0.9966123826528792,1.0,0.9,False,18195
tex,Create a symbol font from SVG symbols,0.9858837001169211,1.0,0.7,False,18591
tex,How can I add bibliography references which are not cited?,0.9989041967651574,1.0,1.0,True,14851
tex,How do I get Korean (Hangul) characters to typeset in LaTeX ?,0.9880443784797889,1.0,0.8,False,34008
tex,Generating / Creating a signature in Latex,0.9863225090678189,1.0,0.8,True,28171
tex,How to revert changes made with titletoc,0.9446163071039605,1.0,0.6,True,11567
tex,How can I create a 'little subtitle' for a section?,0.9909678086464266,1.0,0.9,True,18057
tex,Problem in cropping the document in standalone package,0.9937972705045656,1.0,0.8,False,47668
tex,Move tabular entry to bottom of row,0.9904633397337168,1.0,0.9,False,13010
tex,My limits are moved,1.0,1.0,1.0,False,2860
tex,nodes structure like file system,0.974507253736192,1.0,0.7,True,40418
tex,How to change the color of \href links... for real,0.995900317315589,1.0,0.9,False,17400
tex,xfrac + siunitx gives me a font warning,0.9993591579493504,1.0,0.9,False,13821
tex,What is the equivalent for ([nodesep=10pt]{B}A) in TikZ?,0.9863065455771496,1.0,0.8,False,17302
tex,How to fix table position,0.9998501600557932,1.0,1.0,False,16125
tex,How to export a box to a standalone images?,0.987849509055725,1.0,0.9,True,17918
tex,Changing Section Heading Style Ruins Theorem Counter,0.9991214565484663,1.0,0.9,False,25123
tex,Defining starred versions of commands (* macro),0.99947755558094,1.0,1.0,False,21141
tex,Plot using Hobby,0.9990290431349053,1.0,0.9,False,43294
tex,bibtex vs. biber and biblatex vs. natbib,0.9950849803536626,1.0,0.9,False,5600
tex,makeindex - print links sorted by page,0.984968465095705,1.0,0.8,False,18512
tex,Difference between administrative and user mode of MiKTeX,0.969008974155751,1.0,0.7,False,13568
tex,How to mix accents from different fonts in LaTeX?,0.9753984672345898,1.0,0.5,False,29354
tex,Installing TTF fonts in LaTeX,0.9951629571405475,1.0,0.8,False,25691
tex,Good environment for writing math examples,0.9789209328848526,1.0,0.6,False,30180
tex,Position of superscript when superscriptd item has \hat over it,0.967906513121443,1.0,0.5,False,8248
tex,Listings: total line number count,0.9854809474085953,1.0,0.9,True,29364
tex,Recreate plot when data file changes,0.9941554880315447,1.0,0.9,False,24747
tex,Configuring Decimal Separator in pgfplots,0.9884894541992452,1.0,0.7,False,6759
tex,Left and right subscript,0.9987659705167667,1.0,0.9,False,14516
tex,mdframed in two column book vertical alignment problem (first page only),0.9988979408868234,1.0,0.9,False,40107
tex,"Referencing to ""above"" or ""below""?",1.0,1.0,1.0,False,851
tex,How can I achieve dictionary headers for two page spreads in LaTeX,0.9781709200686693,1.0,0.7,False,36540
tex,Self-replicating (La)TeX document,0.9348314858289855,1.0,0.3,True,43196
tex,Lines with `shorten >` don't count towards image size,0.9610151523500531,1.0,0.7,False,29121
tex,How to find the name of a font?,0.9981893714059693,1.0,0.9,False,19185
tex,lstlisting in two columns,0.9995878664455735,1.0,0.9,True,13824
tex,Level of abstraction,0.997234847481073,1.0,0.8,False,2424
tex,Index entries duplicated for captions,0.9844759057822885,1.0,0.8,False,11535
tex,Including fully functional .tex documents,0.9745569852739102,1.0,0.6,False,45526
tex,What does \begingroup\expandafter…\endgroup do?,1.0,1.0,1.0,False,1678
tex,href not working with image (but OK with text),0.9642574863810842,1.0,0.7,False,39063
tex,Turn advise on page in exam,0.9241719408353694,1.0,0.7,True,14333
tex,Changing the number of figure or equation automatically in text by changing the places of figures and equations,0.9965741512923822,1.0,0.8,False,39887
tex,Cite multiple authors with page references,0.9986592751644537,1.0,0.9,False,22006
tex,Tabbed windows in Texmaker?,0.996161757841582,1.0,0.8,False,3855
tex,beamer headline,0.9988232361034907,1.0,0.9,True,3920
tex,How to put a big bracket under different parts of a equation so that I could write e.g. a text specific to that part in the equation?,0.998612007034831,1.0,0.9,False,43474
tex,Replace period with colon after year with biblatex to approximate ametsoc guidelines,0.9995060896917313,1.0,1.0,False,7215
tex,"Extract x, y coordinate of an arbitrary point in TikZ",0.9977981329466385,1.0,0.9,True,18854
tex,"Trim, crop, clip not working as expected in XeTeX",0.9960023453553761,1.0,0.9,False,21283
tex,Getting problem when inserting natbib,0.9975192094917765,1.0,0.9,False,30324
tex,Font: Is British Baskerville typeface available in TeXLive 2010,0.9981127855254733,1.0,0.9,False,11173
tex,Labelled in-line equation,0.9999436000127914,1.0,1.0,False,23918
tex,How to use Xindy with MiKTeX?,1.0,1.0,1.0,False,42695
tex,New line after paragraph?,0.9983194028241905,1.0,0.8,False,22258
tex,How can I reduce spacing between parenthesis,1.0,1.0,1.0,False,8466
tex,Even-spaced (two) columns in reference page using bibtex - automatically,0.9835269583068182,1.0,0.7,True,54218
tex,Cell colouring a multirow in LyX,0.9936763175012887,1.0,0.9,False,4351
tex,Is plotting exponential graphs a known source of bugs in TikZ?,0.9876626153215862,1.0,0.8,False,15410
tex,Best Way to Start Using LaTeX/TeX?,0.9830441157224911,1.0,0.6,True,55298
tex,"List of Algorithm: add ""algorithm"" label",0.9998215087511375,1.0,1.0,False,20014
tex,Obey spaces with URL package (path command),0.9703802471900561,1.0,0.5,False,31846
tex,LaTeX capacity exceeded,0.9841586300776629,1.0,0.6,False,20027
tex,Wrong numeration in toc longer then one page,0.9997372919615114,1.0,1.0,False,29267
tex,"Ghostscript Error ""undefined in H.S""",0.9998401297526176,1.0,1.0,False,13184
tex,Flushright or left of a long Table,0.997707404842898,1.0,0.9,False,19168
tex,The Last Obstacle -- Measuring sidebearings in LuaLaTeX,0.9813852568370175,1.0,0.7,False,4689
tex,How to use kile with feynmf or feynmp?,0.9999431446179456,1.0,1.0,False,42285
tex,"How many LaTeX classes and packages are there (say, on CTAN)?",0.9801237622142969,1.0,0.6,False,35414
tex,"Why is my footnote ""glued"" to the text?",0.9285426708831526,1.0,0.4,False,18082
tex,xeCJK and Chinese Characters,0.9998621996219118,1.0,1.0,False,3030
tex,Creating shortcode,1.0,1.0,1.0,False,9542
tex,What are your best practices to compile only a part of the document or presentation (or how do you prepare the big ones)?,0.9743707599334568,1.0,0.8,True,49109
tex,Compare two comma separated lists,0.9849261102700122,1.0,1.0,True,19062
tex,issues with generating a nomenclature with TexMaker,0.9999536330016014,1.0,1.0,False,8775
tex,Rebuilding TikZ's pgfmanual.pdf,0.9784667643936961,1.0,0.8,False,16444
tex,Compressing consecutive footnote marks,0.9698707054117642,1.0,0.7,False,4436
tex,How would you do Karnaugh's maps in LaTeX or ConTeXt?,0.9956572410003659,1.0,0.9,False,34061
tex,Are % comments passed on to the PDF-file upon *.tex compilation?,0.9630335122793823,1.0,0.4,False,28214
tex,Need Help to include personal details in make heading,0.9915360296409288,1.0,0.8,True,32320
tex,Figure subnumbering 1a,0.9999872683742751,1.0,1.0,False,9403
tex,Table and multi-page,0.9997063655544399,1.0,0.9,False,19766
tex,Last sentence broken between two pages,0.9672932532000345,1.0,0.7,True,22908
tex,Installing miktex in windows 7,0.9972856072199913,1.0,0.8,False,9767
tex,Facing Table of contents problem?,0.9980163820960473,1.0,0.9,False,23880
tex,Can't Left Align Date with newlfm.cls,0.9988263516001568,1.0,0.9,False,15412
tex,Adding white space under a letter or symbol,0.9929584486538379,1.0,0.7,False,17664
tex,How to affect the vertical gap between the glossary's name and its body,0.9784585001947105,1.0,0.7,False,13155
tex,Using \\ to Start New Line,0.9952708160236601,1.0,0.6,False,50515
tex,How to redefine an environment to produce no output?,0.9993370948755727,1.0,1.0,False,18409
tex,matlab figures with latex fonts,0.9993575113040745,1.0,1.0,False,30393
tex,Full path of current file,0.999958670108609,1.0,1.0,False,20977
tex,"Rendering a pdf in a different location, from a standalone tex-file that combines several chapters",0.9741556173921018,1.0,0.8,True,34822
tex,Pgfplots: title covers scientific notation,0.9911133290683972,1.0,0.7,False,13041
tex,Bad vertical centering in an equation,0.9709489617277348,1.0,0.6,True,15181
tex,line exceeds margin in cover letter,0.996186286759868,1.0,0.8,False,20872
tex,Matching arrowheads in TikZ with math mode arrowheads,0.9984389364717347,1.0,0.9,False,15227
tex,How to generate all possible Venn diagrams (with the case below) efficiently?,0.9999061283790702,1.0,1.0,False,18240
tex,babel package and lstlisting caption incompatibility,0.9914868169946861,1.0,0.8,False,23371
tex,Is there a way to use a previous TikZ picture?,0.9990554647678318,1.0,1.0,False,51414
tex,Referring to correctly-styled algpseudocode procedure name in document,0.9922030193542543,1.0,0.8,False,46103
tex,Draw a path with dashed start and solid end,0.9967848701161268,1.0,0.9,False,42061
tex,How to convert remove page number?,0.9937212698617316,1.0,0.8,False,24031
tex,How would you produce the following exact hexagon?,0.9968963538167689,1.0,0.9,False,34478
tex,minitoc not appear?,0.9996984274824701,1.0,0.9,False,5786
tex,Horizontal placement of footnotes in beamer,0.9875634089593165,1.0,0.8,False,7614
tex,Problem Update Module at ConTeXt?,0.9990971096377225,1.0,0.9,False,17783
tex,Adding a line to the TOC before the appendix,0.9992885440287675,1.0,1.0,False,20975
tex,Does something like a fast LaTeX syntax checker for checking errors / warnings exist?,0.9925059995724181,1.0,0.8,False,45910
tex,Numbered letters,1.0,1.0,1.0,False,13793
tex,Why am I receiving an undefined control sequence for my equation?,0.9842489371521459,1.0,0.7,True,8191
tex,Writing equations in Miktex,0.9996594482039208,1.0,0.9,False,13286
tex,How to refer a figure as a table?,0.9999637760632132,1.0,1.0,False,21043
tex,Change font to only section and subsection of my document,0.9972156925763493,1.0,0.8,False,45604
tex,"Getting ""dots"" to show up in Beamer headers",0.9962774345309472,1.0,0.9,False,26836
tex,How do I get rid of the white space around included graphics?,0.9966946892629613,1.0,0.9,False,31222
tex,Include hspace in header/footer in fancyhdr?,0.9998307320836225,1.0,1.0,False,11424
tex,"TeX4ht with Natbib, missing citations",0.9964092492347946,1.0,0.9,False,6429
tex,Set of real numbers in LaTeX,0.9706829937810073,1.0,0.7,False,33122
tex,How to implement a template for math journal?,0.9773057508471422,1.0,0.6,True,8601
tex,"How to undo a \def (i.e., Need a \undef capability)",0.9952889642093533,1.0,0.8,False,21324
tex,How to write a perfect equation parameters description?,0.9745189718797242,1.0,0.6,False,22688
tex,Can the listings package automatically indent source code?,0.9978251538724657,1.0,0.9,False,35952
tex,Flush a left-flushed box right,0.9994574646327875,1.0,0.9,False,16482
tex,How to make the tick thickness as the axis line?,0.9983669000041645,1.0,0.8,True,26954
tex,Closing a path with too sharps edges,0.9989480911346218,1.0,1.0,False,5257
tex,enumeration of sections in a chapter,0.9998948265276532,1.0,1.0,False,12530
tex,Adding command to LaTeX file using texify,0.9954315321097066,1.0,0.9,False,53348
tex,How to modify spacing around quotation environment?,0.9977708056620799,1.0,0.9,False,17979
tex,Width-per-column not working in ConTeXt columnset,0.9973758644915156,1.0,0.9,False,27648
tex,Cite in theorem environment argument,0.9960117335030656,1.0,0.8,False,12892
tex,How do I override a \configure statement in html4.4t - tex4ht,0.9928260053549531,1.0,1.0,True,2124
tex,How can I draw a dot under a symbol in math mode?,0.9984843723249621,1.0,1.0,False,16496
tex,How do I center this qtree?,0.9990951591518136,1.0,0.9,False,8885
tex,"Cross out with arrow as in ""goes to zero""",0.9943903424212982,1.0,0.8,False,5389
tex,xelatex stopped working after TexLive2011 update 2 days ago,0.9773146358836367,1.0,0.7,True,38217
tex,Using the amsbook Class,0.9999923686327936,1.0,1.0,False,43348
tex,Textwidth wrong after wrapfigure,0.9964030149173783,1.0,0.9,False,7670
tex,Numbered list in rows in tables,0.9999680542717052,1.0,1.0,False,23911
tex,How to annotate PDF files generated by pdflatex?,0.9890675682155318,1.0,0.6,False,21788
tex,Insert all the files in a directory,0.9944992521296043,1.0,0.9,True,17917
tex,How to rename theorem (or lemma) in Beamer to another language?,0.9960742129002375,1.0,1.0,False,11461
tex,Enumerate formulas,0.9984749901506792,1.0,0.9,False,2682
tex,How to adjust the width of a wrap text sideways column header and width of a paragraph cell in tabular,0.9965256130371415,1.0,0.8,False,29082
tex,Split a long table into two pages,1.0,1.0,1.0,False,28076
tex,Is there an \arrayrulecolor-like command to change the rule color of \fbox?,0.9969794979405052,1.0,0.9,False,41522
tex,Remove indent with \cite,0.9929842365711875,1.0,0.8,False,7714
tex,Use BibTeX key as the cite key,0.9998702388695092,1.0,1.0,False,43568
tex,List of abbreviations for book class,0.9967443978555929,1.0,0.9,False,15613
tex,Unused bibliography entries - how to check which entries were not used?,0.9889922179884664,1.0,0.8,False,44278
tex,Rotating a letter,0.9994763171014887,1.0,0.9,False,4217
tex,Alignment in multicolum,0.9996730192318068,1.0,1.0,False,5931
tex,How can I adjust the horizontal spacing between legend entries in PGFPlots?,0.9996662859482467,1.0,0.9,False,15176
tex,"Hyperref ""enquotes"" metadata",0.9803804392954472,1.0,0.8,True,3504
tex,Better error reporting in Latex?,0.9732462958361555,1.0,0.5,False,29195
tex,"drawing some simple circular, rectangular and triangular shapes",0.9908972272644846,1.0,0.8,False,11508
tex,PDFLatex tables are covering up text,0.9589075448221226,1.0,0.6,False,26868
tex,BibTeX rendering error with URL,0.9954448526974391,1.0,0.8,False,14255
tex,How to get these symbols in LaTeX?,0.9969409471354596,1.0,0.8,False,33373
tex,Is it possible to scale an entire \begin{figure}?,0.9649640553058374,1.0,0.5,False,45082
tex,How do I right-align text in a glossed Linguex example?,0.9983977827118293,1.0,1.0,False,35708
tex,How to make a table on more then one page by using the table environment,0.9991706278986027,1.0,0.9,False,55951
tex,How do I modify the section tag?,0.9466099551662653,1.0,0.6,True,10905
tex,No hyphen for a word,0.9998079059378991,1.0,0.9,False,4396
tex,Punctuation in bibliography with multiple languages,0.9812101994780124,1.0,0.6,True,8984
tex,Changing the suffix according to the figure number,0.9729281036498795,1.0,0.7,True,26388
tex,I'm having trouble with \includegraphics I'm using MacTeX,0.9822696901389917,1.0,0.8,False,43839
tex,Implicit newline at the end of each paragraph?,0.9645227596334759,1.0,0.6,True,38777
tex,"I dont see the error but the message ""illegal character in ar."" popped up (line 14)",0.9914723702941959,1.0,0.9,True,30262
tex,Badbox from PGF layer using fit,0.9751177115939702,1.0,0.7,False,43553
tex,Customized list cross reference error,0.9890401465232141,1.0,0.7,False,22880
tex,How do I reference an online image from a LaTeX document?,0.9395629772241616,1.0,0.6,True,51955
tex,Force hyphen line-break one words with dieresis,0.9894199213737983,1.0,0.7,False,30972
tex,how to create PDF in grayscale mode or TikZ figure only?,0.9708685934869942,1.0,0.6,False,29813
tex,Show graph of references inside a document,0.971278791789684,1.0,0.6,True,44117
tex,What can I use to typeset MATLAB code in my document?,0.9952452984931558,1.0,0.9,False,57651
tex,How do I use pgfmathdeclarefunction to create define a new pgf function?,1.0,1.0,1.0,False,49058
tex,Two column text question and choices,0.9858593576657274,1.0,0.7,False,32306
tex,intersection of line and circle,0.9996738313033013,1.0,0.9,False,17538
tex,How to suppress certain .bib fields (e.g. year) only for certain entry types (e.g. inproceedings),0.9811748866654945,1.0,0.7,False,19777
tex,How to color just the `\vec` symbol?,0.9875052115972999,1.0,0.9,True,9574
tex,The abstract environment changes the \linewidth for the whole document,0.9934103333665437,1.0,0.9,False,44958
wordpress,Custom post type archive and single.php files not working,0.9955154711994093,1.0,0.9,True,41230
wordpress,Putting PHP variables into javascript,0.9796308365157512,1.0,0.7,False,22517
wordpress,how to make custom posts sticky?,0.9973105809896202,1.0,0.8,False,32435
wordpress,Sessions in word press,0.9958312125680469,1.0,0.9,False,1639
wordpress,Change the default-view of Media Library in 3.5?,0.9940567530278079,1.0,0.8,False,20010
wordpress,meta_query with meta values as serialize arrays,0.9946083631740723,1.0,0.8,False,15695
wordpress,How to disable WordPress from creating thumbnails?,0.9797596963617721,1.0,0.6,True,27961
wordpress,Function in Child Theme not overriding Parent Theme function,0.9980056332016972,1.0,0.8,False,22983
wordpress,How can I fix this code,0.9958894770246701,1.0,0.8,False,16712
wordpress,Custom meta box shown when template is chosen,0.9570088865862645,1.0,0.5,False,21511
wordpress,How-to: push a GitHub repo to the wordpress plugin servers,0.9775545025204793,1.0,0.8,False,26923
wordpress,Custom $wpdb Query for Custom Post Type by Category,0.9983509818303623,1.0,0.9,False,33244
wordpress,Loading post like facebook on scrool to bottom,0.9734591194240907,1.0,0.6,False,34149
wordpress,Wordpress Multisite - Change Permalinks On Subdomain Posts To Postname,0.9954061688760061,1.0,0.8,False,38302
wordpress,Add Plugins to Wordpress Theme,0.9969013195321638,1.0,0.8,False,33305
wordpress,How do I disable comments on a page?,0.9989526826814952,1.0,1.0,True,22642
wordpress,Make WordPress WYSIWYG not strip out iframe's,0.9938671580835414,1.0,0.8,False,24480
wordpress,how to saved the values ​​of selected checkboxes in an array,0.9976844539186949,1.0,0.9,False,17579
wordpress,"Plugin that would allow WordPress Authors to ""follow"" other Authors and query ""Activity Info"" from that",0.977931793739943,1.0,0.7,False,37307
wordpress,Steps to Take to Hide the Fact a Site is Using WordPress?,0.9574332387913534,1.0,0.6,True,36677
wordpress,How does wordpress distinguish a plugin's main php file from other php files?,0.9476762558613085,1.0,0.5,False,37221
wordpress,Removing the URL field from Comments,0.9997295031971226,1.0,1.0,False,16699
wordpress,Strip shortcode from excerpt,0.9997212228485809,1.0,1.0,False,3016
wordpress,Custom bulk_action,0.9971439692259018,1.0,1.0,False,16209
wordpress,Hooks for Links Box,0.9995671145953082,1.0,1.0,False,11971
wordpress,Marking future dated post as published,0.9918298654864524,1.0,0.9,False,25985
wordpress,rewrite script to use wp_remote_get instead of file_get_contents_curl,0.9995341374724829,1.0,1.0,False,28104
wordpress,display all posts in wordpress admin,0.9989814253673714,1.0,0.8,False,39302
wordpress,Image gallery thumbnails on product page,0.9795700901489612,1.0,0.7,False,26092
wordpress,How to remove feeds from WordPress totally?,0.9913530264333847,1.0,0.7,False,22869
wordpress,Load wp_editor via ajax,0.9999690184071471,1.0,1.0,False,6722
wordpress,How to split a loop into multiple columns,0.9947106476782198,1.0,0.9,False,7434
wordpress,Duplicate domain database to local - How?,0.9965299408817433,1.0,0.8,False,6281
wordpress,Change core metaboxes labels,0.9881457458394922,1.0,0.7,False,10381
wordpress,How to add or remove metabox each page separately?,0.9975071992745137,1.0,0.9,True,27952
wordpress,Hide other users' posts in admin panel,0.9855208534763609,1.0,0.8,True,32343
wordpress,rewrite url for a single custom post on a multisite,0.9806436014597073,1.0,0.7,False,33507
wordpress,WordPress keeps writing rewrite rules to .htaccess,0.9735023259313625,1.0,0.6,False,23045
wordpress,"Privacy Blog, maybe?",0.9918956103761014,1.0,0.8,False,6146
wordpress,Make Google index the entire post if it is separated into several pages,0.921682287097015,1.0,0.4,True,36982
wordpress,Active Plugins for current blog in WP Multisite Network?,0.9848927904129671,1.0,0.7,True,26678
wordpress,How to access WP database inside ipn.php?,0.9719517176348581,1.0,0.8,True,28064
wordpress,Enqueue Google Web Fonts Without Messing Up Symbols In URL,0.9925746711710106,1.0,0.8,False,12635
wordpress,How to increase excerpt length in wordpress?,0.988744662044805,1.0,0.8,False,20961
wordpress,Determine if Term has Grandparent/Great-Grandparent,0.9943368712582483,1.0,0.9,True,5251
wordpress,"Image Captions Have a 10px Extra Margin, And It's Not CSS?",0.9988888242033871,1.0,1.0,False,10180
wordpress,How to get date using timezone saved in options?,0.9999773760469943,1.0,1.0,False,34076
wordpress,Sort pre_get_posts by multiple Simple Fields meta values?,0.9915911292201515,1.0,0.8,False,15719
wordpress,Call sidebar from a template,0.9998989791494775,1.0,1.0,False,11737
wordpress,Automatically create pages in a post based on number of words,0.9705971495607161,1.0,0.6,True,37656
wordpress,How to secure WordPress XMLRPC?,0.9948755153331132,1.0,0.8,False,20137
wordpress,publish_post action hook not working,0.9991963345369969,1.0,0.9,False,19243
wordpress,authenticate user without password from email activation link,0.9825962579545026,1.0,0.9,True,19639
wordpress,the_date() not working,0.9999530898779814,1.0,1.0,True,16653
wordpress,Moving a blog from Tumblr to Wordpress,0.9890764917413883,1.0,0.9,False,22526
wordpress,How do I get the size of an attachment file?,0.9995281333610987,1.0,0.9,True,22136
wordpress,How do I customise the new user welcome email,0.9902530264753704,1.0,0.7,False,18267
wordpress,How to make this change without changing the core?,0.9988746121200281,1.0,0.9,False,16347
wordpress,Random posts loop order,0.9919952162411529,1.0,0.8,False,26859
wordpress,"Is there a plugin that will override the ""Error establishing a database connection"" message?",0.9927995893660039,1.0,0.8,False,18719
wordpress,What are the minimum database privileges to run WP?,0.9913166234454391,1.0,0.8,True,15067
wordpress,How to be notified when a YT video becomes unavailable on my website?,0.9996206812716093,1.0,0.9,False,5220
wordpress,Adding Pages to Menus - No Page Hierarchy in Backend,0.9937447394610975,1.0,0.8,True,24057
wordpress,Creating Theme Settings Page,0.9961519794352524,1.0,0.8,False,32455
wordpress,Prevent menu from loading in a page template,0.970190102260937,1.0,0.4,False,25055
wordpress,how to change the default login page of wordpress from wp-login.php to custom login page?,0.9833766033863979,1.0,0.7,True,43532
wordpress,How can I edit the content in index.php?,0.9978330995531849,1.0,0.8,False,26779
wordpress,Difference between do_action and add_action,0.9947906034915306,1.0,0.9,False,9625
wordpress,"""Leave a comment"" link even when you can't",0.9943049969106545,1.0,0.8,False,12712
wordpress,My wordpress site must be being affected by outside sources,0.9524421008384892,1.0,0.6,True,25565
wordpress,Add Comment Custom Field,0.9989468273375195,1.0,0.9,False,24611
wordpress,Create custom page templates with plugins?,0.9991558381529877,1.0,0.8,False,37051
wordpress,load plugin with ajax,0.997844260207037,1.0,0.9,False,16093
wordpress,"How to change location, charset in Wordpress query",0.9628254169452075,1.0,0.6,False,27763
wordpress,WP_Query & posts_per_page,0.9999866752130634,1.0,1.0,False,4409
wordpress,Calling up a second Theme functions.php,0.9892978986000659,1.0,0.7,True,31814
wordpress,How to increase menu size limit?,0.9677589610720424,1.0,0.7,False,6901
wordpress,How can I track active users of my plugin? and why doesn't WordPress.Org offer this?,0.9746339690881588,1.0,0.7,True,30556
wordpress,Get post thumbnail size,0.9950557115324915,1.0,0.8,True,31784
wordpress,I have a wp_media uploader question,0.9969203608383839,1.0,0.8,False,7561
wordpress,White-list file types for media upload,0.9843194505732229,1.0,0.6,False,23181
